gene_id	Sample_116498	Sample_116499	Sample_116500	Sample_116501	Sample_116502	Sample_116503	Sample_116504	Sample_116505	Sample_116506	Sample_116507	Sample_116508	Sample_116509
ENSMUSG00000090534	0	0	0	0	0	0	0	0	0	0	0	4
ENSMUSG00000090535	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090538	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090539	0	0	0	0	1.48	0	0	0	0	0	0	0
ENSMUSG00000090544	14.36	19.79	11.36	16.59	14.07	16.22	24.28	16.7	11.18	18.25	13.94	13.73
ENSMUSG00000090546	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090547	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090549	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090550	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090552	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090553	1839.91	1344.24	1496.22	1159.24	1564.07	2070.03	2230.79	1946.55	1844.71	2409.27	1909.11	1823.51
ENSMUSG00000090555	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090556	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000090558	1	1	1	1	0	0	0	0	0	2	0	0
ENSMUSG00000090559	520	633	333	233	297	279	283	396	347	182	402	294
ENSMUSG00000090561	53	83	27	33	49	36	32	51	40	36	30	27
ENSMUSG00000090564	256.29	172.98	146.52	125.88	148.49	215.55	259.9	141.12	169.25	73.96	235.44	175.63
ENSMUSG00000090565	15	23	6	10	12	5	16	23	21	13	22	23
ENSMUSG00000090570	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090572	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090574	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090576	39	64	34	208	70	94	107	103	94	184	80	58
ENSMUSG00000090577	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090578	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090581	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090582	41	28	28	33	17	20	72	141	97	98	40	46
ENSMUSG00000090584	45	59	31	8	42	20	30	51	46	18	53	60
ENSMUSG00000090585	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090588	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090589	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090592	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090594	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090598	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090602	40.56	30.82	35.2	30.64	26.3	42.51	47.22	39.7	59.22	46.99	38.39	31.63
ENSMUSG00000090603	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090607	0	0	0	0	6.37	0	6.55	15.47	6.61	8.27	8	0
ENSMUSG00000090608	15.23	25.29	2.73	20.28	6.33	16.59	13.31	25.24	10.39	12.93	5.42	9.15
ENSMUSG00000090610	4.08	2.79	1.15	1.33	6.65	1.64	8.35	2.73	1.41	9.5	9.39	1.32
ENSMUSG00000090618	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090619	1.03	2.09	2.11	3.13	1.04	5.2	4.22	5.27	2.07	5.25	3.12	2.1
ENSMUSG00000090622	0	0	0	0	3	0	0	5	4	1	4	3
ENSMUSG00000090623	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090624	1	0	0	0	1	2.01	0	1	1	1	1	2.02
ENSMUSG00000090625	40.52	40.53	22.39	49.6	29.19	80.18	84.92	52.64	76.05	47.18	30.46	120.8
ENSMUSG00000090626	318.39	229.4	214.83	152.05	208.63	267.68	391.72	428.83	478.92	224.59	438.42	484.18
ENSMUSG00000090627	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090628	142	182	95	98	86	102	179	245	159	116	136	62
ENSMUSG00000090629	0	2	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090631	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000090634	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090635	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090636	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090637	40.41	17.03	23.71	18.16	35.1	30.66	36.33	14.21	32.76	33.42	31.25	18.46
ENSMUSG00000090638	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090641	416	330	361.84	231	347	381.8	237	287	200	190	183	97
ENSMUSG00000090642	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090643	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090655	3	0	0	1	0	0	1	3	0	0	0	4
ENSMUSG00000090657	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090658	0	1	1	0	0	0	2	1	1	0	1	0
ENSMUSG00000090659	265.58	156.07	168	129	147	244	107	132	100	80	122	107
ENSMUSG00000090660	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090662	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090665	4	2	7	1	1	0	6	14	17	0	0	4
ENSMUSG00000090667	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090671	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090674	179.8	205.25	125.47	117.72	91.14	110.97	172.67	219.57	180.1	77.56	171.16	153.09
ENSMUSG00000090675	0	0	0	0	0	0	0	1	2	0	0	0
ENSMUSG00000090681	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090682	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090684	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090685	42.85	18.67	32.68	30	39	37.68	32.66	20	26	30	21	12
ENSMUSG00000090688	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090690	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090691	19.69	13.44	16.68	27.54	36.31	37.47	7.87	0	4.36	1.03	4.14	19.81
ENSMUSG00000090692	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090693	2	0	0	0	1	0	4	4	2.29	0	1	0
ENSMUSG00000090698	21	20	20	25	17	9	75	125	94	32	28	63
ENSMUSG00000090699	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090700	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090701	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090704	16.08	14.06	23.12	15.05	19.1	27.12	36.15	13.05	18.04	21.09	18.06	23.11
ENSMUSG00000090706	29.1	16	12	7	14.03	18	17	31	13.03	7.01	6	20.04
ENSMUSG00000090707	1.17	0	0	8.36	2.03	7.08	0	0	0	1.03	2.24	4.24
ENSMUSG00000090708	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000090709	165.62	242.69	162.61	198.25	210.23	239.83	85.99	102.99	87.59	82.28	139.41	145.93
ENSMUSG00000090710	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090713	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090714	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090715	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090716	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090718	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090722	3	3	6	5	10	3	7	7	5	4	16	4
ENSMUSG00000090724	6.66	6.79	1.69	4.62	4.68	4.53	0	1.3	0	5.34	3.62	0
ENSMUSG00000090726	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090727	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090728	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090731	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090732	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090733	106827.31	81414.67	106026.36	83603.61	92276.88	120217.96	62053.49	38266.09	39368.02	72419.62	41947.34	33193.53
ENSMUSG00000090736	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090737	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000090738	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090740	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090742	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090743	0	11	4	0	4	1	5	36	16	4	10	8
ENSMUSG00000090744	0	0	0	0	1	1	1	2	0	0	1	0
ENSMUSG00000090747	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090750	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090751	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090753	0	0	0	0	0	0	1.01	0	0	1	0	0
ENSMUSG00000090758	5.69	1.53	0	0	5.52	0	1.4	0	4.33	0	1.48	0
ENSMUSG00000090761	12.14	8.87	6.57	2.52	6.42	6.15	14.59	9.21	14.73	8.74	17.87	33.12
ENSMUSG00000090762	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090764	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090765	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090772	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090773	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090774	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090777	40	47	37	16	21	17	28	16	27	5	31	14
ENSMUSG00000090778	15	38	3	11	8	7	20	28	20	7	25	25
ENSMUSG00000090779	1.09	0	1	10.34	1.15	2.46	4	1	1.13	5	6	0
ENSMUSG00000090781	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090782	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090785	8	7	6	2	0	2	6	11	2	0	4	5
ENSMUSG00000090788	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090790	0	0.75	0	0	0	0	0	1.47	0	0.88	0	2.04
ENSMUSG00000090793	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090795	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090796	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090798	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090799	3	1	2	0	2	2	2	5	1	0	0	1
ENSMUSG00000090801	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090802	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090805	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090806	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090808	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090812	12	8	8	10	16	8	17	9	12	11	12	20
ENSMUSG00000090816	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090817	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090818	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090821	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090824	0	0.66	0	0	0	0	0.14	0	0	0	2.55	0
ENSMUSG00000090827	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090839	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090840	40	30	17	16	18	16	31	19	21	19	21	22
ENSMUSG00000090841	29147.48	23574.35	27203.94	22707.96	27648.93	34145.75	25733.49	18204.27	19967.76	30828.87	21589.54	18933.64
ENSMUSG00000090843	9	1	1	1	2	1	0	0	0	0	1	0
ENSMUSG00000090849	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090853	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090854	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090855	0	2	0	1	0	2	0	1	2	0	1	2
ENSMUSG00000090860	0	0	0	13.28	0	0	0	0	0	0	0	0
ENSMUSG00000090861	6	2	1	3	7	4	4	2	1	3	2	0
ENSMUSG00000090862	50040.67	39888.24	48513.69	39314.06	45075.44	57094.54	41122.2	27004.96	28549.55	49202.82	32162.95	24417.78
ENSMUSG00000090863	10	0	3	0	0	2	0	0	2	0	0	0
ENSMUSG00000090864	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090865	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090868	0	9.72	30.94	15.52	29.38	21	47.92	0	10.28	31.46	1.4	74.63
ENSMUSG00000090872	0	0	0	1.93	0	0	0	0	0	0	0	0
ENSMUSG00000090873	0	0	1	0	0	0	1	0	3	0	0	0
ENSMUSG00000090874	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090877	153.87	253.19	227.96	932.43	289.28	794.01	792.7	1996.07	273.8	406.99	1861.73	1505.36
ENSMUSG00000090881	70.72	66.1	70.57	49.72	32.63	68.23	65.08	47.66	59.31	71.75	57.04	43.49
ENSMUSG00000090882	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090889	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090891	6	2	8	2	5	3	3	7	4	5	5	2
ENSMUSG00000090892	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090894	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090897	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090900	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090907	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090919	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090925	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090927	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090935	2513.5	2220.76	2159.14	1544.46	2039.84	2542.1	2104.37	1781.93	1613.28	1842.17	1767.12	1440.74
ENSMUSG00000090936	41	23	38	9	9	28	20	19	16	11	21	13
ENSMUSG00000090939	13	10	7	2	6	10	12	7	2	7	3	4
ENSMUSG00000090941	0	0	0	0	1	1	3.03	7	8.48	0	1	1.09
ENSMUSG00000090942	23	19	13	77	25	24	10	22	28	24	40	33
ENSMUSG00000090946	1936	1433	1665	1362	1690	1969	1402	1778	1626	862	946	890
ENSMUSG00000090947	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090949	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090951	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000090952	608.43	487.48	461.07	381.26	364.04	610.49	405.93	328.32	305.18	246.86	323.94	302.73
ENSMUSG00000090955	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000090957	14.23	10.26	21.5	12.46	9.25	23.62	20.48	8.17	11.03	26.51	15.53	10.37
ENSMUSG00000090958	1832	1722	1629	1128	1447	1635	416	381	285	283	378	411
ENSMUSG00000090961	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090963	92.39	93.25	83.6	47.15	58.23	117.22	62.63	50.44	46.85	49.02	57.1	68.75
ENSMUSG00000090964	1.16	0	5.58	2	4	0	4.58	2.12	1.07	0	3.32	1.52
ENSMUSG00000090965	99	81	26	47	36	36	36	43	26	34	64	37
ENSMUSG00000090966	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090967	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090968	0	0	0	1	0	2.52	1	0	0	0	0	0
ENSMUSG00000090975	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090981	3	1	0	3	0	0	6	2	3	1	3	7
ENSMUSG00000090989	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090990	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090991	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090994	0	0	0	0	1.01	1	0	2.07	0	0	0	0
ENSMUSG00000090996	127.09	59.09	97.09	125.59	119.26	113.12	82.44	52.41	65.29	75.33	46.01	83.08
ENSMUSG00000091002	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091003	0	0	0	0	0	3	0	0	1	0	0	0
ENSMUSG00000091004	2	0	0	0	0	0	1	1	0	0	0	0
ENSMUSG00000091005	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091006	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091007	1.14	1.58	1	21.23	9.97	0	0	2.93	3	3.6	0	1
ENSMUSG00000091008	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091010	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091011	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091012	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091013	0	0	2	0	0	0	0	0	0	1	0	0
ENSMUSG00000091014	8	6	1	8	2	6	16	11	8	0	23	2
ENSMUSG00000091016	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091017	0	0	0	0	0	0	0	0	0	7	0	0
ENSMUSG00000091019	12	0	4	4.04	5	8.36	11	9.39	12	6	12	5.39
ENSMUSG00000091020	5.65	5.76	4.54	2.24	1.15	1.14	6.69	6.77	1.14	0	0	3.44
ENSMUSG00000091021	353.47	313.73	329.95	357.24	378.14	459.77	468.11	410.85	395.73	643.09	482.36	427.82
ENSMUSG00000091022	0	0	0	5.07	3.1	1.02	0	0	0	0	0	0
ENSMUSG00000091027	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091028	0	0	0	0	0	0	0	0	2	0	0	0
ENSMUSG00000091031	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091034	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091037	0	0	0	0	0	0	0	0	0	3.39	0	0
ENSMUSG00000091039	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091040	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091041	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091043	0	0	0	0	4	0	0	2	1	0	0	0
ENSMUSG00000091045	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091048	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091049	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091050	367.26	226.36	204.62	355.99	419.05	547.47	226.32	174.47	144.27	280.37	218.93	143.31
ENSMUSG00000091055	2	0	3	2	5	4	2	0	1	0	1	0
ENSMUSG00000091058	254.32	186.01	242.37	160.47	148.53	260.37	140.58	123.85	169.79	156.55	135.94	180.51
ENSMUSG00000091059	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091060	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000091061	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091071	33.24	33.34	25.37	17.58	17.89	13.63	30.73	22.01	40.38	21.83	42.25	22.43
ENSMUSG00000091076	0	2	1	2	0	5	0	1	1	0	2	0
ENSMUSG00000091077	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091078	4	5	1	0	1	3	4	1	5	4	6	2
ENSMUSG00000091079	0	1	2	6	0	2	1	1	2	0	3	2
ENSMUSG00000091080	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091083	19.77	19.92	19.57	11.57	5.27	15.83	0	1.3	8.13	0	3.67	15.18
ENSMUSG00000091086	121.74	53.01	104.21	60.43	83.27	104.5	90.29	75.06	63.79	105.36	69.68	54.8
ENSMUSG00000091087	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091091	60	47	18	26	16	35	25	28	22	10	33	22
ENSMUSG00000091096	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091099	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091101	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091102	253.18	214.85	160.25	138.15	148.15	208.68	199.02	233.51	178.49	91.45	217.31	116.87
ENSMUSG00000091105	0	0	0	4.74	9.4	0	3.33	2.05	9.1	1.15	6.76	0.04
ENSMUSG00000091109	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091110	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091114	1.03	0	0	0	3.41	0	0	2.04	0	0	0	0
ENSMUSG00000091116	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091117	1	0	1	0	0	0	0	0	2	0	0	0
ENSMUSG00000091119	8.48	7.35	12.69	5.26	6.38	6.31	5.3	0	0	0	0	0
ENSMUSG00000091122	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091123	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091129	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091131	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091132	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091133	73.68	75.12	72.32	52	75.73	86.01	92.8	70.37	40.89	34.96	80.01	77.78
ENSMUSG00000091135	1.53	0	1.35	2.5	0	1.49	1.38	0.5	0.87	1.55	5.52	0
ENSMUSG00000091140	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091142	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091144	1226.08	953.7	973.86	767.16	851.59	1135.13	1401.14	1119.61	1055.49	1105.36	1155.2	697.09
ENSMUSG00000091146	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091147	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091148	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091149	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091151	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091154	30.08	21.71	22.36	27.7	42.87	15.48	35.14	21.45	27.31	11.8	23.96	22.72
ENSMUSG00000091155	0	0	3.03	0	0	0	0	0	1	0	0	0
ENSMUSG00000091157	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091159	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091160	2	2	1	1	3	2	11	7	2	2	5	0
ENSMUSG00000091163	0	0	0	0.34	0	1.93	0	0	0	0	0	0
ENSMUSG00000091165	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091172	0	0	2	0	0	0	0	10.56	9.5	1.75	0	0
ENSMUSG00000091174	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091175	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091177	5	4	3	3	1	1	1	0	0	0	2	1
ENSMUSG00000091183	101.78	75.69	67.63	37	74	65.2	48.09	53.21	53.3	62.3	64.74	103.13
ENSMUSG00000091184	5	14	4	9	10	5	11	6	14	7	8	11
ENSMUSG00000091185	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091189	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091191	2580.24	2085.79	1975.15	2192.78	2112.21	2669.27	3564.98	2956.74	2740.4	2995.88	2659.78	1435.44
ENSMUSG00000091192	0	0	0	0	0	0	0	0	0	1.58	1.32	0
ENSMUSG00000091193	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091194	0	0	1	0	2	0	1	1	0	0	1	0
ENSMUSG00000091195	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091198	0	1.02	1.04	0	0	1.01	2.05	1.02	0	1.01	0	1.01
ENSMUSG00000091199	1.51	0	0	0	1.39	1.32	0	0	0	2.42	0	0
ENSMUSG00000091204	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091205	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091206	3.62	0	7.69	0	1	1	0	1.62	0	0	0	0
ENSMUSG00000091212	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091215	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000091216	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091221	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091223	0	0	0	1.44	1.44	0	2.91	0	0	0	1.4	0
ENSMUSG00000091227	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091228	1934.26	1731.24	2053.6	1866.21	2203.16	2661.83	3422.3	2068	2886.93	4185.78	3401.2	4185.85
ENSMUSG00000091230	0	0	0	0	0	3	0	0	0	0	0	0
ENSMUSG00000091233	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091237	0	0	0	0	0	0	0	0	0	1.32	0	0
ENSMUSG00000091238	20	30	14	8	15	17	8	9	12	6.08	13	15.24
ENSMUSG00000091239	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091243	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091248	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091255	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091259	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091260	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091264	650	487	619	404	499	691	482	414	391	351	403	285
ENSMUSG00000091268	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091269	11.27	17.78	12.06	9.85	8.49	21.36	31.4	10.17	30.86	37.64	35.17	5.3
ENSMUSG00000091272	71.1	35.59	64.01	39.48	40.59	61.14	20.09	19.13	11.25	26.58	21.73	18.83
ENSMUSG00000091273	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091275	3.58	1.06	0	3.1	5.67	10.31	0	0	1.03	0	3.84	0
ENSMUSG00000091277	12.29	12.44	2.23	5.65	5.03	8.29	0	7.15	3.01	0	9.18	5
ENSMUSG00000091280	11	3	6	1	3	6	4	2	2	0	2	8
ENSMUSG00000091281	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091283	1	0	0	0	0	0	0	0	0	0	2	0
ENSMUSG00000091285	1.01	0	0	0	0	0	0	0	0	1.01	0	0
ENSMUSG00000091286	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091288	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091289	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000091290	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091292	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091293	0	0	0	0	1	1.01	3.03	0	0	0	0	0
ENSMUSG00000091296	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091297	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091304	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091305	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000091306	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091307	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091311	0	0	2	1	0	6.89	1.89	2.05	1	1.99	1	0
ENSMUSG00000091312	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091313	48	46	19	17	13	36	20	30	37	17	32	17
ENSMUSG00000091315	18.13	13	7.38	11.11	10.08	9.02	5.02	23.05	17.36	7.01	3.01	7.03
ENSMUSG00000091318	0	1.01	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091325	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091326	0	0	0	0	0	0	0	0	0	0	0	0
